month,price
2022-03-01,"$392,422.90 "
2022-04-01,"$398,867.14 "
2022-05-01,"$401,161.63 "
2022-06-01,"$396,680.39 "
2022-07-01,"$394,109.50 "
2022-08-01,"$390,429.49 "
2022-09-01,"$389,611.21 "
2022-10-01,"$386,618.48 "
2022-11-01,"$384,854.75 "
2022-12-01,"$383,633.07 "
2023-01-01,"$380,180.79 "
2023-02-01,"$382,955.06 "
2023-03-01,"$387,506.64 "
